protocol,srcPort,srcIP,destPort,destIP,isMalicious,action,ruleMatch,ruleSeverity
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,50732,192.168.1.10,443,172.217.17.4,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,false,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,216.58.215.142,59293,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59293,192.168.1.10,443,216.58.215.142,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,false,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,443,142.250.184.161,57468,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,142.250.200.66,50853,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,57468,192.168.1.10,443,142.250.184.161,false,true,false,MEDIUM
UDP,50853,192.168.1.10,443,142.250.200.66,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,false,false,MEDIUM
UDP,50853,192.168.1.10,443,142.250.200.66,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,false,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,443,105.73.187.14,59512,192.168.1.10,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,true,false,MEDIUM
UDP,59512,192.168.1.10,443,105.73.187.14,false,false,false,MEDIUM
